"prestamo.numprestamo","prestamo.numsucursal","prestamo.importe","prestamo.fecha"
"P-09407","70","35479.92","Sun Feb 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09412","65","36468.19","Wed Jan 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09419","25","126539.81","Thu Jan 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09424","26","89485.28","Tue Jul 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09427","64","114161.05","Tue Oct 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09433","89","107270.04","Fri Nov 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09435","154","134236.35","Thu Jan 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09439","101","56598.36","Wed Feb 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09444","52","93470.38","Tue Nov 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09445","187","90617.14","Sat May 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09446","25","54809.39","Sat Nov 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09451","187","47348.46","Wed Apr 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09458","153","13074.31","Sun Feb 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09460","66","114810.55","Mon May 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09461","26","77979.89","Mon Jul 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09466","73","136956.81","Sat Apr 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09476","51","121597.62","Fri Oct 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09484","121","36024.32","Wed Dec 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09490","51","115392.48","Sun Apr 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09494","25","16284.39","Sat Nov 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09503","66","122496.37","Fri Dec 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09506","121","7623.08","Sun Dec 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09511","73","82037.12","Mon Jun 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09514","70","140769.98","Wed Jul 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09517","64","96473.85","Sun Jun 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09525","25","125527.8","Sun Jan 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09529","25","73601.15","Thu Jul 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09533","101","142284.96","Fri Aug 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09535","52","146815.94","Sat Nov 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09537","153","94504.95","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09545","153","16219.15","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09547","4","12665.55","Thu May 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09556","146","102456.49","Thu Jun 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09566","74","149505.88","Mon Jul 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09568","68","136369.9","Wed Mar 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09573","4","53851.01","Fri May 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09581","4","134378.07","Mon Feb 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09592","70","77087.76","Sun Oct 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09601","70","46413.4","Sun Feb 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09605","85","134929.44","Tue May 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09607","37","85599.2","Sat Jul 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09611","121","26832.72","Wed Dec 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09613","121","75505.8","Tue Sep 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09620","52","106401.51","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09621","148","43733.18","Sat Apr 19 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09622","73","144351.64","Wed Jun 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09623","68","70374.09","Sun Nov 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09624","101","59998.61","Fri Jul 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09630","64","50367.62","Sun Mar 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09639","141","105865.01","Thu Apr 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09641","187","103309.6","Sat Jul 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09666","26","105767.59","Fri May 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09667","34","55123.75","Sat Dec 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09671","101","131697.6","Thu Jun 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09677","74","45200.97","Mon Jul 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09692","152","95587.03","Thu Jul 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09703","65","141420.59","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09713","23","131979.45","Sat Jul 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09725","73","12245","Sat May 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09752","70","59770.67","Fri Jun 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09756","152","105408.96","Sat Dec 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09769","121","128369.09","Wed May 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09781","146","103949.8","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09782","141","88270.91","Wed Feb 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09788","73","139162.91","Thu Feb 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"P-09795","37","42327.95","Tue May 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09796","23","75509.91","Mon Jan 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09800","73","58961.62","Wed Dec 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09802","165","10933.28","Mon May 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09817","85","2184.2","Wed Jun 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09826","141","149958.99","Sun Nov 17 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09849","66","120659.2","Thu Jun 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09850","70","106898.85","Sun Jun 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09857","165","140362.89","Tue Mar 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09860","20","114996.39","Thu Sep 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09861","126","7703.96","Thu Jul 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09864","141","23710.62","Mon Jul 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09869","121","136325.36","Wed Jan 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09880","20","69844.19","Wed May 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09885","92","43838.24","Fri Apr 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09892","121","147565.82","Fri Oct 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09898","16","129911.62","Sun Dec 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09907","141","23541.05","Wed Mar 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09933","51","58006.94","Wed Jan 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09935","152","147273.25","Tue Nov 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"P-09943","154","2091.57","Sun Apr 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09946","26","115695.78","Tue May 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09949","154","27341.35","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09951","73","76579.38","Sat Jul 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"P-09953","152","72844.25","Sun Sep 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09961","20","60124.24","Thu Jun 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09967","64","5489.9","Wed May 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"P-09978","16","5890.66","Fri Aug 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09981","142","49882.38","Mon Mar 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"P-09984","119","125636.77","Sat Sep 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09993","51","101922.78","Thu Oct 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"P-09999","64","139885.91","Sat Sep 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05612","85","20000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-07429","85","20000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-07999","85","20000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-08231","85","20000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-00482","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-00546","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-00837","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-01208","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-01706","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-01786","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-01845","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-02105","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-02204","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-02522","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-02969","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03042","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03182","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03297","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03354","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03430","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03493","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03756","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03891","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-03986","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-04212","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-05092","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-05713","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-06369","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-06438","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-06562","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-06688","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-06995","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-07332","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-07685","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-07812","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-08184","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-08440","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-08700","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-08785","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-09129","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-09381","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-10003","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-10300","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-10423","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
"C-10425","85","30000","Fri May 06 2022 00:00:00 GMT-0500 (hora de verano central)"
